S.No,Crop Name,Soil Type,Growth Duration (Days),Season,N-P-K Ratio,Urea (kg/ha),DAP (kg/ha),MOP (kg/ha),Fertilizer Schedule,Water Requirement,Cultivation Tips,Harvesting Tips
705,Sorghum (fodder),Loam,90-120,Kharif,70-35-50,170,85,140,Basal + Top Dressing at 45 DAS,High,Loam ensures dense fodder growth,Harvest every 50-60 days
706,Sorghum (fodder),Clay Loam,90-120,Kharif,70-35-50,170,85,140,Basal + Top Dressing at 45 DAS,High,Ensure proper drainage,Harvest periodically
707,Sorghum (fodder),Clay,90-120,Kharif,70-35-50,170,85,140,Basal + Top Dressing at 45 DAS,High,Raised beds recommended for heavy soils,Harvest every 50-60 days
708,Sorghum (fodder),Red Soil,90-120,Kharif,70-35-50,170,85,140,Basal + Top Dressing at 45 DAS,High,Responds well to FYM/compost,Harvest periodically
709,Sorghum (fodder),Black Soil,90-120,Kharif,70-35-50,180,90,150,Basal + Top Dressing at 45 DAS,High,High moisture retention; avoid waterlogging,Harvest every 50-60 days
710,Sorghum (fodder),Laterite Soil,90-120,Kharif,70-35-50,180,90,150,Basal + Top Dressing at 45 DAS,High,Add organic matter to improve fertility,Harvest periodically
711,Maize (fodder),Sandy Soil,90-120,Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,High,Well-drained sandy soil supports stalk growth,Harvest when leaves are tender
712,Maize (fodder),Sandy Loam,90-120,Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,High,Loose soil favors uniform stalk growth,Harvest periodically
713,Maize (fodder),Loam,90-120,Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,High,Loam ensures dense growth,Harvest every 50-60 days
714,Maize (fodder),Clay Loam,90-120,Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,High,Ensure proper drainage,Harvest periodically
715,Maize (fodder),Clay,90-120,Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,High,Raised beds recommended for heavy soils,Harvest every 50-60 days
716,Maize (fodder),Red Soil,90-120,Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,High,Responds well to FYM/compost,Harvest periodically
717,Maize (fodder),Black Soil,90-120,Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,High,High moisture retention; avoid waterlogging,Harvest every 50-60 days
718,Maize (fodder),Laterite Soil,90-120,Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,High,Add organic matter to improve fertility,Harvest periodically
719,Napier grass (Hybrid Napier, Elephant grass),Sandy Soil,90-120,Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,High,Well-drained sandy soil supports rapid stem growth,Harvest 1st cut after 60-70 days
720,Napier grass (Hybrid Napier, Elephant grass),Sandy Loam,90-120,Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,High,Loose soil favors uniform growth,Harvest every 60 days
721,Napier grass (Hybrid Napier, Elephant grass),Loam,90-120,Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,High,Loam ensures dense fodder growth,Harvest periodically
722,Napier grass (Hybrid Napier, Elephant grass),Clay Loam,90-120,Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,High,Ensure proper drainage,Harvest every 60-70 days
723,Napier grass (Hybrid Napier, Elephant grass),Clay,90-120,Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,High,Raised beds recommended for heavy soils,Harvest periodically
724,Napier grass (Hybrid Napier, Elephant grass),Red Soil,90-120,Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,High,Responds well to FYM/compost,Harvest every 60-70 days
725,Napier grass (Hybrid Napier, Elephant grass),Black Soil,90-120,Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,High,High moisture retention; avoid waterlogging,Harvest periodically
726,Napier grass (Hybrid Napier, Elephant grass),Laterite Soil,90-120,Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,High,Add organic matter to improve fertility,Harvest every 60-70 days
727,Cowpea (fodder),Sandy Soil,60-75,Kharif,60-30-30,120,60,60,Basal + Top Dressing at 30 DAS,Moderate,Well-drained sandy soil supports leaf and stem growth,Harvest leaves when tender
728,Cowpea (fodder),Sandy Loam,60-75,Kharif,60-30-30,110,55,55,Basal + Top Dressing at 30 DAS,Moderate,Loose soil favors uniform growth,Harvest periodically
729,Cowpea (fodder),Loam,60-75,Kharif,60-30-30,110,55,55,Basal + Top Dressing at 30 DAS,Moderate,Loam ensures healthy growth,Harvest leaves every 40-50 days
730,Cowpea (fodder),Clay Loam,60-75,Kharif,60-30-30,110,55,55,Basal + Top Dressing at 30 DAS,Moderate,Ensure proper drainage,Harvest periodically
731,Cowpea (fodder),Clay,60-75,Kharif,60-30-30,110,55,55,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended for heavy soils,Harvest leaves every 40-50 days
732,Cowpea (fodder),Red Soil,60-75,Kharif,60-30-30,110,55,55,Basal + Top Dressing at 30 DAS,Moderate,Responds well to FYM/compost,Harvest periodically
733,Cowpea (fodder),Black Soil,60-75,Kharif,60-30-30,120,60,60,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest leaves every 40-50 days
734,Cowpea (fodder),Laterite Soil,60-75,Kharif,60-30-30,120,60,60,Basal + Top Dressing at 30 DAS,Moderate,Add organic matter to improve fertility,Harvest periodically
735,Guinea grass,Sandy Soil,90-120,Kharif,70-35-50,210,105,150,Basal + Top Dressing at 45 DAS,High,Well-drained sandy soil supports stem growth,Harvest 1st cut after 50-60 days
736,Guinea grass,Sandy Loam,90-120,Kharif,70-35-50,200,100,140,Basal + Top Dressing at 45 DAS,High,Loose soil favors uniform growth,Harvest every 50 days
737,Guinea grass,Loam,90-120,Kharif,70-35-50,200,100,140,Basal + Top Dressing at 45 DAS,High,Loam ensures dense growth,Harvest periodically
738,Guinea grass,Clay Loam,90-120,Kharif,70-35-50,200,100,140,Basal + Top Dressing at 45 DAS,High,Ensure proper drainage,Harvest every 50-60 days
739,Guinea grass,Clay,90-120,Kharif,70-35-50,200,100,140,Basal + Top Dressing at 45 DAS,High,Raised beds recommended for heavy soils,Harvest periodically
740,Guinea grass,Red Soil,90-120,Kharif,70-35-50,200,100,140,Basal + Top Dressing at 45 DAS,High,Responds well to FYM/compost,Harvest every 50-60 days
741,Guinea grass,Black Soil,90-120,Kharif,70-35-50,210,105,150,Basal + Top Dressing at 45 DAS,High,High moisture retention; avoid waterlogging,Harvest periodically
742,Guinea grass,Laterite Soil,90-120,Kharif,70-35-50,210,105,150,Basal + Top Dressing at 45 DAS,High,Add organic matter to improve fertility,Harvest every 50-60 days
743,Stylo grass,Sandy Soil,90-120,Kharif,60-30-30,180,90,120,Basal + Top Dressing at 45 DAS,Moderate,Well-drained sandy soil supports leaf and stem growth,Harvest 1st cut after 60 days
744,Stylo grass,Sandy Loam,90-120,Kharif,60-30-30,170,85,110,Basal + Top Dressing at 45 DAS,Moderate,Loose soil favors uniform growth,Harvest periodically
745,Stylo grass,Loam,90-120,Kharif,60-30-30,170,85,110,Basal + Top Dressing at 45 DAS,Moderate,Loam ensures healthy growth,Harvest every 50-60 days
746,Stylo grass,Clay Loam,90-120,Kharif,60-30-30,170,85,110,Basal + Top Dressing at 45 DAS,Moderate,Ensure proper drainage,Harvest periodically
747,Stylo grass,Clay,90-120,Kharif,60-30-30,170,85,110,Basal + Top Dressing at 45 DAS,Moderate,Raised beds recommended for heavy soils,Harvest every 50-60 days
748,Stylo grass,Red Soil,90-120,Kharif,60-30-30,170,85,110,Basal + Top Dressing at 45 DAS,Moderate,Responds well to FYM/compost,Harvest periodically
749,Stylo grass,Black Soil,90-120,Kharif,60-30-30,180,90,120,Basal + Top Dressing at 45 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest every 50-60 days
750,Stylo grass,Laterite Soil,90-120,Kharif,60-30-30,180,90,120,Basal + Top Dressing at 45 DAS,Moderate,Add organic matter to improve fertility,Harvest periodically
751,Para grass,Sandy Soil,90-120,Kharif,70-35-50,210,105,150,Basal + Top Dressing at 45 DAS,High,Well-drained sandy soil supports rapid stem growth,Harvest 1st cut after 50-60 days
752,Para grass,Sandy Loam,90-120,Kharif,70-35-50,200,100,140,Basal + Top Dressing at 45 DAS,High,Loose soil favors uniform growth,Harvest every 50 days
753,Para grass,Loam,90-120,Kharif,70-35-50,200,100,140,Basal + Top Dressing at 45 DAS,High,Loam ensures dense growth,Harvest periodically
754,Para grass,Clay Loam,90-120,Kharif,70-35-50,200,100,140,Basal + Top Dressing at 45 DAS,High,Ensure proper drainage,Harvest every 50-60 days
755,Para grass,Clay,90-120,Kharif,70-35-50,200,100,140,Basal + Top Dressing at 45 DAS,High,Raised beds recommended for heavy soils,Harvest periodically
756,Para grass,Red Soil,90-120,Kharif,70-35-50,200,100,140,Basal + Top Dressing at 45 DAS,High,Responds well to FYM/compost,Harvest every 50-60 days
757,Para grass,Black Soil,90-120,Kharif,70-35-50,210,105,150,Basal + Top Dressing at 45 DAS,High,High moisture retention; avoid waterlogging,Harvest periodically
758,Para grass,Laterite Soil,90-120,Kharif,70-35-50,210,105,150,Basal + Top Dressing at 45 DAS,High,Add organic matter to improve fertility,Harvest every 50-60 days
759,Tea,Sandy Soil,730-1460,Kharif/Rabi,70-35-50,210,105,150,Basal + Top Dressing annually,High,Well-drained sandy soil supports tea bush growth,Harvest leaves after 3 years of planting
760,Tea,Sandy Loam,730-1460,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing annually,High,Loose soil favors uniform tea growth,Pluck tender leaves periodically
761,Tea,Loam,730-1460,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing annually,High,Loam ensures dense bush growth,Harvest leaves every 7-10 days
762,Tea,Clay Loam,730-1460,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing annually,High,Ensure proper drainage,Pluck tender leaves periodically
763,Tea,Clay,730-1460,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing annually,High,Raised beds recommended for heavy soils,Harvest leaves every 7-10 days
764,Tea,Red Soil,730-1460,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing annually,High,Responds well to FYM/compost,Pluck tender leaves periodically
765,Tea,Black Soil,730-1460,Kharif/Rabi,70-35-50,210,105,150,Basal + Top Dressing annually,High,High moisture retention; avoid waterlogging,Harvest leaves every 7-10 days
766,Tea,Laterite Soil,730-1460,Kharif/Rabi,70-35-50,210,105,150,Basal + Top Dressing annually,High,Add organic matter to improve fertility,Pluck tender leaves periodically
767,Coffee,Sandy Soil,1095-1825,Kharif/Rabi,70-35-50,210,105,150,Basal + Top Dressing annually,High,Well-drained sandy soil supports coffee tree growth,Harvest beans after 3-4 years
768,Coffee,Sandy Loam,1095-1825,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing annually,High,Loose soil favors uniform tree growth,Harvest ripe beans periodically
769,Coffee,Loam,1095-1825,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing annually,High,Loam ensures healthy coffee growth,Pluck ripe cherries every 10-15 days
770,Coffee,Clay Loam,1095-1825,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing annually,High,Ensure proper drainage,Harvest ripe beans periodically
771,Coffee,Clay,1095-1825,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing annually,High,Raised beds recommended for heavy soils,Pluck ripe cherries every 10-15 days
772,Coffee,Red Soil,1095-1825,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing annually,High,Responds well to FYM/compost,Harvest ripe beans periodically
773,Coffee,Black Soil,1095-1825,Kharif/Rabi,70-35-50,210,105,150,Basal + Top Dressing annually,High,High moisture retention; avoid waterlogging,Pluck ripe cherries every 10-15 days
774,Coffee,Laterite Soil,1095-1825,Kharif/Rabi,70-35-50,210,105,150,Basal + Top Dressing annually,High,Add organic matter to improve fertility,Harvest ripe beans periodically
775,Cocoa,Sandy Soil,1095-1460,Kharif/Rabi,70-35-50,210,105,150,Basal + Top Dressing annually,High,Well-drained sandy soil supports cocoa tree growth,Harvest pods after 3-4 years
776,Cocoa,Sandy Loam,1095-1460,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing annually,High,Loose soil favors uniform tree growth,Harvest pods periodically
777,Cocoa,Loam,1095-1460,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing annually,High,Loam ensures healthy cocoa growth,Pluck mature pods every 2-3 weeks
778,Cocoa,Clay Loam,1095-1460,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing annually,High,Ensure proper drainage,Harvest mature pods periodically
779,Cocoa,Clay,1095-1460,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing annually,High,Raised beds recommended for heavy soils,Pluck mature pods every 2-3 weeks
780,Cocoa,Red Soil,1095-1460,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing annually,High,Responds well to FYM/compost,Harvest mature pods periodically
781,Cocoa,Black Soil,1095-1460,Kharif/Rabi,70-35-50,210,105,150,Basal + Top Dressing annually,High,High moisture retention; avoid waterlogging,Pluck mature pods every 2-3 weeks
782,Cocoa,Laterite Soil,1095-1460,Kharif/Rabi,70-35-50,210,105,150,Basal + Top Dressing annually,High,Add organic matter to improve fertility,Harvest mature pods periodically
783,Betel leaf,Sandy Soil,180-240,Kharif/Rabi,60-30-30,180,90,120,Basal + Top Dressing at 30 DAS,High,Well-drained sandy soil supports vine growth,Harvest leaves after 6-8 months
784,Betel leaf,Sandy Loam,180-240,Kharif/Rabi,60-30-30,170,85,110,Basal + Top Dressing at 30 DAS,High,Loose soil favors uniform growth,Harvest leaves periodically
785,Betel leaf,Loam,180-240,Kharif/Rabi,60-30-30,170,85,110,Basal + Top Dressing at 30 DAS,High,Loam ensures dense leaf growth,Harvest every 25-30 days
786,Betel leaf,Clay Loam,180-240,Kharif/Rabi,60-30-30,170,85,110,Basal + Top Dressing at 30 DAS,High,Ensure proper drainage,Harvest leaves periodically
787,Betel leaf,Clay,180-240,Kharif/Rabi,60-30-30,170,85,110,Basal + Top Dressing at 30 DAS,High,Raised beds recommended for heavy soils,Harvest every 25-30 days
788,Betel leaf,Red Soil,180-240,Kharif/Rabi,60-30-30,170,85,110,Basal + Top Dressing at 30 DAS,High,Responds well to FYM/compost,Harvest leaves periodically
789,Betel leaf,Black Soil,180-240,Kharif/Rabi,60-30-30,180,90,120,Basal + Top Dressing at 30 DAS,High,High moisture retention; avoid waterlogging,Harvest every 25-30 days
790,Betel leaf,Laterite Soil,180-240,Kharif/Rabi,60-30-30,180,90,120,Basal + Top Dressing at 30 DAS,High,Add organic matter to improve fertility,Harvest leaves periodically
791,Sugarcane,Sandy Soil,300-360,Kharif,100-50-50,300,150,150,Basal + Top Dressing at 60 DAS,High,Well-drained sandy soil supports cane growth,Harvest after 10-12 months
792,Sugarcane,Sandy Loam,300-360,Kharif,100-50-50,280,140,140,Basal + Top Dressing at 60 DAS,High,Loose soil favors uniform growth,Harvest after 10-12 months
793,Sugarcane,Loam,300-360,Kharif,100-50-50,280,140,140,Basal + Top Dressing at 60 DAS,High,Loam ensures dense and healthy stalks,Harvest after 10-12 months
794,Sugarcane,Clay Loam,300-360,Kharif,100-50-50,280,140,140,Basal + Top Dressing at 60 DAS,High,Ensure proper drainage,Harvest after 10-12 months
795,Sugarcane,Clay,300-360,Kharif,100-50-50,280,140,140,Basal + Top Dressing at 60 DAS,High,Raised beds recommended for heavy soils,Harvest after 10-12 months
796,Sugarcane,Red Soil,300-360,Kharif,100-50-50,280,140,140,Basal + Top Dressing at 60 DAS,High,Responds well to FYM/compost,Harvest after 10-12 months
797,Sugarcane,Black Soil,300-360,Kharif,100-50-50,300,150,150,Basal + Top Dressing at 60 DAS,High,High moisture retention; avoid waterlogging,Harvest after 10-12 months
798,Sugarcane,Laterite Soil,300-360,Kharif,100-50-50,300,150,150,Basal + Top Dressing at 60 DAS,High,Add organic matter to improve fertility,Harvest after 10-12 months
799,Sugar beet,Sandy Soil,120-150,Rabi,70-30-50,180,90,120,Basal + Top Dressing at 45 DAS,Moderate,Well-drained sandy soil supports root growth,Harvest after 4-5 months
800,Sugar beet (experimental, Himachal),Sandy Loam,120-150,Rabi,70-30-50,170,85,110,Basal + Top Dressing at 45 DAS,Moderate,Loose soil favors uniform root growth,Harvest after 4-5 months
801,Sugar beet (experimental, Himachal),Loam,120-150,Rabi,70-30-50,170,85,110,Basal + Top Dressing at 45 DAS,Moderate,Loam ensures healthy root development,Harvest after 4-5 months
802,Sugar beet (experimental, Himachal),Clay Loam,120-150,Rabi,70-30-50,170,85,110,Basal + Top Dressing at 45 DAS,Moderate,Ensure proper drainage,Harvest after 4-5 months
803,Sugar beet (experimental, Himachal),Clay,120-150,Rabi,70-30-50,170,85,110,Basal + Top Dressing at 45 DAS,Moderate,Raised beds recommended for heavy soils,Harvest after 4-5 months
804,Sugar beet (experimental, Himachal),Red Soil,120-150,Rabi,70-30-50,170,85,110,Basal + Top Dressing at 45 DAS,Moderate,Responds well to FYM/compost,Harvest after 4-5 months
805,Sugar beet (experimental, Himachal),Black Soil,120-150,Rabi,70-30-50,180,90,120,Basal + Top Dressing at 45 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest after 4-5 months
806,Sugar beet (experimental, Himachal),Laterite Soil,120-150,Rabi,70-30-50,180,90,120,Basal + Top Dressing at 45 DAS,Moderate,Add organic matter to improve fertility,Harvest after 4-5 months
807,Potato,Sandy Soil,90-120,Rabi,90-45-60,270,135,180,Basal + Top Dressing at 30 DAS,Moderate,Well-drained sandy soil supports tuber formation,Harvest after 90-120 days
808,Potato,Sandy Loam,90-120,Rabi,90-45-60,260,130,170,Basal + Top Dressing at 30 DAS,Moderate,Loose soil favors uniform tuber growth,Harvest after 90-120 days
809,Potato,Loam,90-120,Rabi,90-45-60,260,130,170,Basal + Top Dressing at 30 DAS,Moderate,Loam ensures dense tuber formation,Harvest after 90-120 days
810,Potato,Clay Loam,90-120,Rabi,90-45-60,260,130,170,Basal + Top Dressing at 30 DAS,Moderate,Ensure proper drainage,Harvest after 90-120 days
811,Potato,Clay,90-120,Rabi,90-45-60,260,130,170,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended for heavy soils,Harvest after 90-120 days
812,Potato,Red Soil,90-120,Rabi,90-45-60,260,130,170,Basal + Top Dressing at 30 DAS,Moderate,Responds well to FYM/compost,Harvest after 90-120 days
813,Potato,Black Soil,90-120,Rabi,90-45-60,270,135,180,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest after 90-120 days
814,Potato,Laterite Soil,90-120,Rabi,90-45-60,270,135,180,Basal + Top Dressing at 30 DAS,Moderate,Add organic matter to improve fertility,Harvest after 90-120 days
1,Groundnut,Sandy Soil,95-110,Kharif,65-30-30,130,60,60,Basal + Top Dressing at 30 DAS,High,Frequent irrigation needed; sandy soils drain fast,Harvest when 70-80% pods are mature
2,Groundnut,Sandy Loam,90-105,Kharif,60-30-30,120,55,55,Basal + Top Dressing at 30 DAS,Moderate,Loose soil promotes uniform pod growth,Harvest when pods are mature
3,Groundnut,Loam,90-100,Kharif,55-30-30,110,50,50,Basal + Top Dressing at 30 DAS,Moderate,Balanced soil ensures dense pods,Harvest when pods reach maturity
4,Groundnut,Clay Loam,95-110,Kharif,55-30-30,110,50,50,Basal + Top Dressing at 30 DAS,Moderate,Ensure good drainage; heavy soils slow growth,Harvest when pods fully formed
5,Groundnut,Clay,100-115,Kharif,50-25-25,100,45,50,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended for clay soil,Harvest when pods mature
6,Groundnut,Red Soil,90-105,Kharif,60-30-30,115,55,55,Basal + Top Dressing at 30 DAS,Moderate,Add compost to improve fertility,Harvest when pods mature
7,Groundnut,Black Soil,95-110,Kharif,55-30-30,110,50,50,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest when pods mature
8,Groundnut,Laterite Soil,95-110,Kharif,60-30-30,120,55,55,Basal + Top Dressing at 30 DAS,High,Add organic matter; sandy patches need irrigation,Harvest when pods mature
9,Soybean,Sandy Soil,85-100,Kharif,60-25-25,120,55,55,Basal + Top Dressing at 30 DAS,High,Sandy soil needs frequent irrigation,Harvest when pods turn brown
10,Soybean,Sandy Loam,80-95,Kharif,55-25-25,110,50,50,Basal + Top Dressing at 30 DAS,Moderate,Loose soil ensures uniform pod filling,Harvest when pods are mature
11,Soybean,Loam,80-90,Kharif,50-25-25,100,45,45,Basal + Top Dressing at 30 DAS,Moderate,Loam ensures dense growth,Harvest when pods are fully filled
12,Soybean,Clay Loam,85-100,Kharif,50-25-25,100,45,45,Basal + Top Dressing at 30 DAS,Moderate,Ensure proper drainage; heavy soils slow growth,Harvest when pods mature
13,Soybean,Clay,90-105,Kharif,45-20-25,95,40,40,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended,Harvest when pods mature
14,Soybean,Red Soil,80-95,Kharif,55-25-25,110,50,50,Basal + Top Dressing at 30 DAS,Moderate,Add compost to improve fertility,Harvest when pods mature
15,Soybean,Black Soil,85-100,Kharif,50-25-25,100,45,45,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest when pods mature
16,Soybean,Laterite Soil,85-100,Kharif,55-25-25,110,50,50,Basal + Top Dressing at 30 DAS,High,Add organic matter; sandy patches need irrigation,Harvest when pods mature
17,Mustard (Indian, Yellow, Toria, Brown),Sandy Soil,90-105,Rabi,60-25-25,120,55,55,Basal + Top Dressing at 30 DAS,Moderate,Sandy soil needs frequent irrigation,Harvest when pods turn brown
18,Mustard (Indian, Yellow, Toria, Brown),Sandy Loam,85-100,Rabi,55-25-25,110,50,50,Basal + Top Dressing at 30 DAS,Moderate,Loose soil ensures uniform seed growth,Harvest when pods mature
19,Mustard (Indian, Yellow, Toria, Brown),Loam,85-95,Rabi,50-20-25,100,45,45,Basal + Top Dressing at 30 DAS,Moderate,Loam ensures dense plant growth,Harvest when pods mature
20,Mustard (Indian, Yellow, Toria, Brown),Clay Loam,90-105,Rabi,50-20-25,100,45,45,Basal + Top Dressing at 30 DAS,Moderate,Ensure proper drainage; avoid waterlogging,Harvest when pods mature
21,Mustard (Indian, Yellow, Toria, Brown),Clay,95-110,Rabi,45-20-25,95,40,40,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended,Harvest when pods fully matured
22,Mustard (Indian, Yellow, Toria, Brown),Red Soil,85-100,Rabi,55-25-25,110,50,50,Basal + Top Dressing at 30 DAS,Moderate,Add organic matter for fertility,Harvest when pods mature
23,Mustard (Indian, Yellow, Toria, Brown),Black Soil,90-105,Rabi,50-25-25,100,45,45,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest when pods mature
24,Mustard (Indian, Yellow, Toria, Brown),Laterite Soil,85-100,Rabi,55-25-25,110,50,50,Basal + Top Dressing at 30 DAS,High,Add compost and improve fertility,Harvest when pods mature
25,Sunflower,Sandy Soil,90-105,Kharif,60-25-25,120,55,55,Basal + Top Dressing at 30 DAS,High,Sandy soil drains fast; frequent irrigation needed,Harvest when seeds are mature
26,Sunflower,Sandy Loam,85-100,Kharif,55-25-25,110,50,50,Basal + Top Dressing at 30 DAS,Moderate,Loose soil promotes uniform flower and seed growth,Harvest when seeds mature
27,Sunflower,Loam,85-95,Kharif,50-25-25,100,45,45,Basal + Top Dressing at 30 DAS,Moderate,Loam ensures dense growth and high yield,Harvest when seeds mature
28,Sunflower,Clay Loam,90-105,Kharif,50-25-25,100,45,45,Basal + Top Dressing at 30 DAS,Moderate,Ensure proper drainage; avoid waterlogging,Harvest when seeds mature
29,Sunflower,Clay,95-110,Kharif,45-20-25,95,40,40,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended for clay soil,Harvest when seeds mature
30,Sunflower,Red Soil,85-100,Kharif,55-25-25,110,50,50,Basal + Top Dressing at 30 DAS,Moderate,Add compost to improve fertility,Harvest when seeds mature
31,Sunflower,Black Soil,90-105,Kharif,50-25-25,100,45,45,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest when seeds mature
32,Sunflower,Laterite Soil,85-100,Kharif,55-25-25,110,50,50,Basal + Top Dressing at 30 DAS,High,Add organic matter to improve growth,Harvest when seeds mature
33,Sesame (White & Black til),Sandy Soil,85-95,Kharif,60-25-20,120,55,50,Basal + Top Dressing at 20 DAS,High,Sandy soil drains fast; requires frequent irrigation,Harvest when capsules turn brown
34,Sesame (White & Black til),Sandy Loam,80-90,Kharif,55-25-20,110,50,45,Basal + Top Dressing at 20 DAS,Moderate,Loose soil ensures uniform seed formation,Harvest when capsules mature
35,Sesame (White & Black til),Loam,80-85,Kharif,50-20-20,100,45,40,Basal + Top Dressing at 20 DAS,Moderate,Loam ensures dense plant growth,Harvest when capsules mature
36,Sesame (White & Black til),Clay Loam,85-95,Kharif,50-20-20,100,45,40,Basal + Top Dressing at 20 DAS,Moderate,Ensure drainage; avoid waterlogging,Harvest when capsules mature
37,Sesame (White & Black til),Clay,90-100,Kharif,45-20-20,95,40,35,Basal + Top Dressing at 20 DAS,Moderate,Raised beds recommended for clay soil,Harvest when capsules mature
38,Sesame (White & Black til),Red Soil,80-90,Kharif,55-25-20,110,50,45,Basal + Top Dressing at 20 DAS,Moderate,Add compost for better growth,Harvest when capsules mature
39,Sesame (White & Black til),Black Soil,85-95,Kharif,50-25-20,100,45,40,Basal + Top Dressing at 20 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest when capsules mature
40,Sesame (White & Black til),Laterite Soil,80-90,Kharif,55-25-20,110,50,45,Basal + Top Dressing at 20 DAS,High,Add organic matter; improve fertility,Harvest when capsules mature
1,Linseed,Sandy Soil,90-100,Rabi,55-25-25,100,50,40,Basal + Top Dressing at 25 DAS,High,Sandy soil drains fast; frequent irrigation needed,Harvest when capsules turn brown
2,Linseed,Sandy Loam,85-95,Rabi,50-25-25,95,45,40,Basal + Top Dressing at 25 DAS,Moderate,Loose soil ensures uniform seed growth,Harvest when capsules mature
3,Linseed,Loam,80-90,Rabi,45-20-25,90,40,35,Basal + Top Dressing at 25 DAS,Moderate,Loam ensures dense growth and uniform seed setting,Harvest when capsules mature
4,Linseed,Clay Loam,85-95,Rabi,45-20-25,90,40,35,Basal + Top Dressing at 25 DAS,Moderate,Ensure good drainage to avoid waterlogging,Harvest when capsules mature
5,Linseed,Clay,90-100,Rabi,40-20-25,85,35,35,Basal + Top Dressing at 25 DAS,Moderate,Raised beds recommended for clay soils,Harvest when capsules mature
6,Linseed,Red Soil,85-95,Rabi,50-25-25,95,45,40,Basal + Top Dressing at 25 DAS,Moderate,Add organic matter to improve fertility,Harvest when capsules mature
7,Linseed,Black Soil,90-100,Rabi,45-25-25,90,40,35,Basal + Top Dressing at 25 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest when capsules mature
8,Linseed,Laterite Soil,85-95,Rabi,50-25-25,95,45,40,Basal + Top Dressing at 25 DAS,High,Add compost to improve fertility,Harvest when capsules mature
9,Castor,Sandy Soil,150-180,Kharif,60-30-30,120,60,60,Basal + Top Dressing at 30 DAS,High,Sandy soil drains fast; regular irrigation needed,Harvest when capsules mature and turn brown
10,Castor,Sandy Loam,140-170,Kharif,55-30-30,110,55,55,Basal + Top Dressing at 30 DAS,Moderate,Loose soil ensures uniform plant growth,Harvest when seeds mature
11,Castor,Loam,130-160,Kharif,50-25-30,100,50,50,Basal + Top Dressing at 30 DAS,Moderate,Loam ensures dense growth and high yield,Harvest when capsules dry naturally
12,Castor,Clay Loam,140-170,Kharif,50-25-30,100,50,50,Basal + Top Dressing at 30 DAS,Moderate,Ensure proper drainage,Harvest when capsules mature
